0,1
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:508"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2011-12-08 14:47:16"") OR ([ds6w:modified]>""2024-05-20 03:32:58"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:508"" that were created before December 8, 2011, 14:47:16 or after May 20, 2024, 03:32:58."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:76Sg8wvDQFO4Pkk2tpl2Ug"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2024-05-10 15:44:14"") OR ([ds6w:modified]>""2024-05-10 15:44:14"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:76Sg8wvDQFO4Pkk2tpl2Ug"" that were modified before or after May 10, 2024, 3:44:14 PM."
[ds6w:label]:(Engineer THE EXCITEMENT*),Find me all entities with a label containing the
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:rMcCtCGYRDyFzEB8HPl9hg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-03-05 14:38:18"") OR ([ds6w:modified]>""2024-05-20 06:09:18"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:rMcCtCGYRDyFzEB8HPl9hg"" that were modified before March 5, 2020, 2:38:18 PM or after May 20, 2024, 6:09:18 AM."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:W729ZpCQRPyMIUDtUC2psA"")",Find the resource with the given UID.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:3nPgVqOORLqluWVKVqDZLw"")",Find the resource with the given UID.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:KMAdf-QETa6kPy2ZW7ARnw"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:dhEDBXFKSeK4VnfLmZ1YpQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2018-06-18 09:56:43"") OR ([ds6w:modified]>""2018-06-18 09:57:13"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:dhEDBXFKSeK4VnfLmZ1YpQ"" that were modified between 2018-06-18 09:56:43 and 2018-06-18 09:57:13."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:MPvmenYaTjmIUYrFTiSbsA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-02-13 08:30:09"") OR ([ds6w:modified]>""2024-05-17 17:14:46"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:MPvmenYaTjmIUYrFTiSbsA"" that were modified before February 13, 2019, or after May 17, 2024."
[ds6w:resourceUid]:(315e0847-ec0b-4510-9a96-3f51d5b54ca4 OR 73af9ba1-ca0e-4e1f-bd02-5eb535a7452e OR 4510202b-aab5-44f2-8263-359f6bfeda54 OR fb8f20ba-da6c-4e3a-8c05-66a37b68e62a OR 31132bc5-bea8-4d88-ab21-aea1e325bf66 OR ae5c3533-1d48-4a6a-a0b5-06e346e03e8f),"Find resources with resource UIDs 315e0847-ec0b-4510-9a96-3f51d5b54ca4, 73af9ba1-ca0e-4e1f-bd02-5eb535a7452e, 4510202b-aab5-44f2-8263-359f6bfeda54, fb8f20ba-da6c-4e3a-8c05-66a37b68e62a, 31132bc5-bea8-4d88-ab21-aea1e325bf66, or ae5c3533-1d48-4a6a-a0b5-06e346e03e8f."
"[ds6w:type]:""pno:Person"" AND personOrGroup:(vep)",Find me all persons who are either a Vice President or a vep.
[ds6w:resourceUid]:(32acd307-d057-41ae-a752-5f041e25c5c7 OR 13ba781d-24a8-44bd-a8b5-0c998446020e OR 7abadad6-adaf-4076-8bbe-a85c22be9d14 OR bcd8e857-8d40-4938-88ec-68ff7494baa8 OR 83b799a5-ad8e-45d6-af04-11a5cc723ed0 OR 3a59029b-6471-4659-afff-cd283de6e1dc OR 995bce14-bdf5-454f-bd9c-a2cfae625bb0 OR 94f680b4-5292-406b-862e-8a681b6f9dfa OR 705f4d4a-08a8-48b3-9f42-c85ad30f926e OR 7f0c317f-6fef-4cee-8964-eb7666a9dd3f OR 8ec723b3-af9b-419b-843e-6dad49b8eea9 OR 077c821c-7111-4b3c-97d5-030473d4dbec OR ccee7af8-1591-4d0d-a25c-d3c7db832d14 OR e040f4c4-574c-478c-b5a3-f098f8279b06 OR a70392b1-3c1f-449a-a694-c884786a4de1 OR 50c99b37-ab02-4fde-8554-61ec199dca35),"Here is the natural language equivalent for the given UQL query:

""Find resources with UIDs 32acd307-d057-41ae-a752-5f041e25c5c7, 13ba781d-24a8-44bd-a8b5-0c998446020e, 7abadad6-adaf-4076-8bbe-a85c22be9d14, bcd8e857-8d40-4938-88ec-68ff7494baa8, 83b799a5-ad8e-45d6-af04-11a5cc723ed0, 3a59029b-6471-4659-afff-cd283de6e1dc, 995bce14-bdf5-454f-bd9c-a2cfae625bb0, 94f680b4-5292-406b-862e-8a681b6f9dfa, 705f4d4a-08a8-48b3-9f42-c85ad30f926e, 7f0c317f-6fef-4cee-8964-eb7666a9dd3f, 8ec723b3-af9b-419b-843e-6dad49b8eea9, 077c821c-7111-4b3c-97d5-030473d4dbec, ccee7af8-1591-4d0d-a25c-d3c7db832d14, e040f4c4-574c-478c-b5a3-f098f8279b06, a70392b1-3c1f-449a-a694-c884786a4de1, 50c99b37-ab02-4fde-8554-61ec199dca35."""
"[ds6w:resourceUid]:(""60b3e513-8dd4-4889-9770-9997a8705827"")",Find the resource with UID 60b3e513-8dd4-4889-9770-9997a8705827.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:1146"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2014-01-27 04:14:32"") OR ([ds6w:modified]>""2024-05-14 17:12:43"")))","Find all posts, ideas, or questions in the community 1146, created between January 27, 2014, and May 14, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:Iv5__o17T3-AZ7IXwq-7Lg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-04-26 14:41:28"") OR ([ds6w:modified]>""2024-05-17 05:38:18"")))","Find all posts, ideas, or questions in the community Iv5__o17T3-AZ7IXwq-7Lg, created between April 26, 2021, 14:41:28 and May 17, 2024, 05:38:18."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:n_5dOPfbSIK2-0dLYPIYFQ"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:LQA44Ip5QvatC2k0pcykGg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-02-14 08:02:05"") OR ([ds6w:modified]>""2024-05-20 14:28:56"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:LQA44Ip5QvatC2k0pcykGg"" that were modified before February 14, 2019, or after May 20, 2024."
"[ds6w:resourceUid]:(""iam:ina"")","Find resources with resource UID ""iam:ina""."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:407"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2011-03-23 08:42:30"") OR ([ds6w:modified]>""2024-05-20 19:22:33"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:407"" that were created before March 23, 2011, 8:42:30 AM or after May 20, 2024, 7:22:33 PM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:c3eH_61DTdGNRHa_QrGGBg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2018-02-06 22:40:17"") OR ([ds6w:modified]>""2024-05-15 19:26:11"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:c3eH_61DTdGNRHa_QrGGBg"" created before February 6, 2018, or after May 15, 2024."
"(ITAM) AND ([ds6w:responsible]:(""Adrian GUTIERREZ MULLER"" OR ""Alexandre WAGNER"" OR ""Benjamin VIDAL"" OR ""Brandon NEANG"" OR ""Christophe CHAPUIS"" OR ""Christophe FERNANDES"" OR ""Claire FIERVILLE"" OR ""Elsa MORY"" OR ""Florent BERNARD"" OR ""François MORIN"" OR ""Hadrien LACOSTE-LAGRANGE"" OR ""Jean Marie LAMARE"" OR ""Jerome BAUDRILLART"" OR ""Jessica COUSIN"" OR ""Joakim ARON"" OR ""Joaquin SANTA MARINA"" OR ""Kim Anh NGO"" OR ""Kotaro YOSHIDA"" OR ""Laurent VAYSSETTES"" OR ""Loubna BERRADA"" OR ""Mohammed Amine BENKHDAR"" OR ""Oumaima KHADROUF"" OR ""Pascale MONTROCHER"" OR ""Philippe FRUSTIE"" OR ""Semevo AZILINON"" OR ""Thomas PICHARD"" OR ""Veerle DE DECKER"" OR ""Wojtek SWIATEK"" OR ""Ben PINE"" OR ""Karl KUERES"" OR ""Paul FRETWELL"" OR ""Laurentiu NICOLAE"" OR ""Robbert VAN DEN BOGERT"" OR ""Lorenzo Maria PII""))","Here is the natural language equivalent for the given UQL query:

""Find all documents where the responsible person is either Adrian GUTIERREZ MULLER, Alexandre WAGNER, Benjamin VIDAL, Brandon NEANG, Christophe CHAPUIS, Christophe FERNANDES, Claire FIERVILLE, Elsa MORY, Florent BERNARD, François MORIN, Hadrien LACOSTE-LAGRANGE, Jean Marie LAMARE, Jerome BAUDRILLART, Jessica COUSIN, Joakim ARON, Joaquin SANTA MARINA, Kim Anh NGO, Kotaro YOSHIDA, Laurent VAYSSETTES, Loubna BERRADA, Mohammed Amine BENKHDAR, Oumaima KHADROUF, Pascale MONTROCHER, Philippe FRUSTIE, Semevo AZILINON, Thomas PICHARD, Veerle DE DECKER, Wojtek SWIATEK, Ben PINE, Karl KUERES, Paul FRETWELL, Laurentiu NICOLAE, Robbert VAN DEN BOGERT, or Lorenzo Maria PII."""
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:_xjrXuVxSASq8MVuZDry2Q"")",Find the resource with the given UID.
"([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:uqHW_Ss0QmeDgsVSQtKNNg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1)))","Find all posts, ideas, or questions from the community ""swym:215dsi0708:DSEXT001:community:uqHW_Ss0QmeDgsVSQtKNNg"" that have a visibility of 1 in the WikitreePage."
"[ds6w:resourceUid]:(""163854f7-f446-4897-bf4b-1d7484ab2682"" BOR ""1561708c-e632-4080-b500-e0cf431281a8"")","Find resources with resource UID either ""163854f7-f446-4897-bf4b-1d7484ab2682"" or ""1561708c-e632-4080-b500-e0cf431281a8""."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:697"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2012-11-30 09:30:45"") OR ([ds6w:modified]>""2024-05-20 20:23:34"")))","Find all posts, ideas, or questions in the community 697, created before November 30, 2012, 9:30:45 AM, or after May 20, 2024, 8:23:34 PM."
"([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:5jPnTxsWQNij6S8Tg9-_0A"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1)))","Find all posts, ideas, or questions from the community with the container UID ""swym:215dsi0708:DSEXT001:community:5jPnTxsWQNij6S8Tg9-_0A""."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:qQAd3pJaSOu5NWXT2dy6rw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-03-02 14:47:51"") OR ([ds6w:modified]>""2024-04-24 18:46:50"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:qQAd3pJaSOu5NWXT2dy6rw"" that were created before March 2, 2021, or after April 24, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:9bxcvSrsRoWinbdkPqvPUA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2024-01-22 08:01:47"") OR ([ds6w:modified]>""2024-04-18 16:58:49"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:9bxcvSrsRoWinbdkPqvPUA"" that were modified between January 22, 2024, 8:01:47 AM and April 18, 2024, 4:58:49 PM."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:2038"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:1770"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-03-06 17:48:37"") OR ([ds6w:modified]>""2024-02-17 03:33:16"")))","Find all posts, ideas, or questions in the community 1770, created between March 6, 2020, and February 17, 2024, that are not modified after March 6, 2020, or before February 17, 2024."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:Envvz_2RSduLtzkCeyXNXA"")",Find the resource with the given UID.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:508"")",Find the resource with the given resource UID.
(owner:ske19 OR username:ske19),Find me all entities owned or created by ske19.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:88rgD3H3Tt-GpAwI67-ylA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2023-02-03 15:59:59"") OR ([ds6w:modified]>""2024-05-17 22:49:45"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:88rgD3H3Tt-GpAwI67-ylA"" that were modified before February 3, 2023, or after May 17, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:cJSK-rLbTDWXgqPV2UlDAQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-11-18 15:43:59"") OR ([ds6w:modified]>""2023-03-08 19:36:57"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:cJSK-rLbTDWXgqPV2UlDAQ"" that were modified between November 18, 2020, 15:43:59 and March 8, 2023, 19:36:57."
"uri:""<uuid:d6a139ad-8141-4670-911d-fbb5fb59c0e9>""","Please provide the UQL query, and I'll generate the natural language equivalent."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:26kAiXYlTIiD4mfZ556yrA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-06-15 09:52:12"") OR ([ds6w:modified]>""2024-05-16 12:43:05"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:26kAiXYlTIiD4mfZ556yrA"" that were modified before June 15, 2021, or after May 16, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:dnw4f7DyR8OvLSr-sVbP4g"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2023-01-09 14:27:28"") OR ([ds6w:modified]>""2023-01-09 14:27:28"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:dnw4f7DyR8OvLSr-sVbP4g"" that were modified before or after January 9, 2023, 2:27:28 PM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:2400"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2017-07-26 10:19:10"") OR ([ds6w:modified]>""2024-02-26 02:43:33"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:2400"" that were created before July 26, 2017, 10:19:10 or after February 26, 2024, 02:43:33."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:I-QJ4T2eQcWkFYfOHtlycg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2023-03-17 06:00:34"") OR ([ds6w:modified]>""2024-05-21 05:48:44"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:I-QJ4T2eQcWkFYfOHtlycg"" that were modified before March 17, 2023, or after May 21, 2024."
"([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:bB1liICVTzyPmWBQjH8v1A"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1)))","Find all posts, ideas, or questions from the community ""swym:215dsi0708:DSEXT001:community:bB1liICVTzyPmWBQjH8v1A"" that have a visibility of 1."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:588"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2012-07-27 17:43:33"") OR ([ds6w:modified]>""2023-11-22 09:53:17"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:588"" that were created before July 27, 2012, or after November 22, 2023."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:hku93yVfQyOdO6K6MWyT_w"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-10-21 12:13:06"") OR ([ds6w:modified]>""2024-05-13 04:09:13"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:hku93yVfQyOdO6K6MWyT_w"" that were created before October 21, 2020, 12:13:06 PM or after May 13, 2024, 4:09:13 AM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:lwYIcU39Su2iwB3FTKqn_A"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2022-11-23 17:23:04"") OR ([ds6w:modified]>""2024-03-29 17:29:52"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:lwYIcU39Su2iwB3FTKqn_A"" that were modified before November 23, 2022, 17:23:04 or after March 29, 2024, 17:29:52."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:x_Tl2p7AT1W9hekURoVo-g"")",Find the resource with the given UID.
"[ds6w:resourceUid]:(""iam:syu3"")","Find the resource with the UID ""iam:syu3""."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:iUwFJYidQmWEOoq2KlDMig"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-03-03 14:46:00"") OR ([ds6w:modified]>""2024-05-14 17:01:50"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:iUwFJYidQmWEOoq2KlDMig"" that were modified before March 3, 2020, 2:46 PM or after May 14, 2024, 5:01 PM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:621"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2012-03-22 21:06:21"") OR ([ds6w:modified]>""2024-05-20 10:06:53"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:621"" that were created before March 22, 2012, or after May 20, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:1BQkR-mHS8yXxAej1TqIgA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-01-14 15:26:08"") OR ([ds6w:modified]>""2024-05-17 09:56:58"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:1BQkR-mHS8yXxAej1TqIgA"" that were modified before January 14, 2021, 15:26:08 or after May 17, 2024, 09:56:58."
[ds6w:resourceUid]:(9434b2b7-791f-4dbb-b6c8-0448ad2bf333 OR 2c0cd359-71a8-41f3-9dd5-359840cb5a0c OR 1b1ca8f8-d857-4b06-9e80-58a42423990f OR 41fcd62d-5165-43ab-b47f-9a5bb26dbabd OR ae49de96-19b5-4d10-9fc5-9a75a33d5fdf OR f14ec971-ea9d-404b-9e5d-608f70c78a61 OR 4da0b103-22e3-4a74-9305-a109151cf6e6),"Find resources with resource UIDs 9434b2b7-791f-4dbb-b6c8-0448ad2bf333, 2c0cd359-71a8-41f3-9dd5-359840cb5a0c, 1b1ca8f8-d857-4dbb-9e80-58a42423990f, 41fcd62d-5165-43ab-b47f-9a5bb26dbabd, ae49de96-19b5-4d10-9fc5-9a75a33d5fdf, f14ec971-ea9d-404b-9e5d-608f70c78a61, or 4da0b103-22e3-4a74-9305-a109151cf6e6."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:ULvEhFucSNuQpbgUlKqytw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2024-03-20 12:19:02"") OR ([ds6w:modified]>""2024-03-25 08:32:02"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:ULvEhFucSNuQpbgUlKqytw"" that were modified between March 20, 2024, 12:19:02 and March 25, 2024, 08:32:02."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:3uA5idJ0QVCZn8hccLs7nQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-10-19 07:41:57"") OR ([ds6w:modified]>""2024-02-14 16:53:31"")))","Find all posts, ideas, or questions from the community ""swym:215dsi0708:DSEXT001:community:3uA5idJ0QVCZn8hccLs7nQ"" created before October 19, 2020, 7:41:57 AM or after February 14, 2024, 4:53:31 PM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:7zhjabDvR32gVjoXyTXuGw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2018-10-17 16:45:24"") OR ([ds6w:modified]>""2024-04-23 12:22:29"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:7zhjabDvR32gVjoXyTXuGw"" that were modified before October 17, 2018, 4:45 PM or after April 23, 2024, 12:22 PM."
"uri:""<uuid:6de2497e-95fd-4c5b-82e4-5d751be712b4>""","Please provide the UQL query, and I'll generate the natural language equivalent."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:i2IrKjBSTLeXJc5xsGNQlQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-04-29 12:57:05"") OR ([ds6w:modified]>""2024-05-14 06:48:49"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:i2IrKjBSTLeXJc5xsGNQlQ"" that were modified before April 29, 2020, 12:57:05 or after May 14, 2024, 06:48:49."
[ds6w:label]:KVI*,Find me all documents with labels starting with KVI.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:18"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2009-04-30 17:04:11"") OR ([ds6w:modified]>""2024-05-20 08:54:32"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:18"" that were created before April 30, 2009, or after May 20, 2024."
"[ds6w:modified] >= ""2024-05-21T06:21:27Z"" AND ([ds6w:type]:DriveFile OR [ds6w:type]:DriveFolder)","Find all documents modified on or after May 21, 2024, 6:21:27 AM, that are either Drive Files or Drive Folders."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:FjijAEDOR9-CYVeMxJ_GJA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-05-25 14:51:26"") OR ([ds6w:modified]>""2022-12-14 09:34:51"")))","Find all posts, ideas, or questions in the community FjijAEDOR9-CYVeMxJ_GJA, created between May 25, 2021, and December 14, 2022."
physicalid:CF9A9B49A185190066338AE900005B7E,Find me the physical product with ID CF9A9B49A185190066338AE900005B7E.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:9FiAOCZPQN6odh-Ehg7zTA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2022-05-03 10:56:01"") OR ([ds6w:modified]>""2024-05-20 15:56:11"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:9FiAOCZPQN6odh-Ehg7zTA"" that were modified between May 3, 2022, and May 20, 2024."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:797"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:hKDO3MbfRNWVQvoTvqj8eQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-07-07 11:40:22"") OR ([ds6w:modified]>""2024-05-15 15:44:47"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:hKDO3MbfRNWVQvoTvqj8eQ"" that were modified before July 7, 2020, 11:40:22 AM or after May 15, 2024, 3:44:47 PM."
